anchor_data_id,anchor_entity,anchor_wikipedia_url,anchor_entity_type,anchor_question,anchor_answer,anchor_question_type,target_side,method1_pair_entity,method1_pair_data_id,method1_pair_wikipedia_url,method1_pair_type,method1_similarity_basis,method1_composite_layout,method1_query,method1_expected_answer,method2_pair_entity,method2_pair_data_id,method2_pair_wikipedia_url,method2_pair_type,method2_similarity_basis,method2_composite_layout,method2_query,method2_query_with_position,method2_query_without_position,method2_expected_answer,distractor_entity,distractor_wikipedia_url,anchor_image_id,anchor_image_path,method1_pair_image_id,method1_pair_image_path,method2_pair_image_id,method2_pair_image_path,method1_composite_image_path,method2_composite_image_path,method1_image_status,method2_image_status,image_error
infoseek_val_00026340,Wallace Monument,https://en.wikipedia.org/wiki/Wallace_Monument,building,In which year did this building officially open?,1869,Time,left,Château d'Écouen,infoseek_val_00052080,https://en.wikipedia.org/wiki/Ch%C3%A2teau_d%27%C3%89couen,building,same_type+same_question,Wallace Monument(left) + Château d'Écouen(right),In which year did the building on the left officially open?,1869,Lake Teletskoye,infoseek_val_00047322,https://en.wikipedia.org/wiki/Lake_Teletskoye,lake,different_entity_type+cross_family,Wallace Monument(left) + Lake Teletskoye(right),In which year did the building on the left officially open?,In which year did the building on the left officially open?,In which year did this building officially open?,1869,Lake Teletskoye,https://en.wikipedia.org/wiki/Lake_Teletskoye,oven_05017413,images/infoseek/val/oven_05017413.jpg,oven_05016492,images/infoseek/val/oven_05016492.jpg,oven_05015176,images/infoseek/val/oven_05015176.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1586_infoseek_val_00026340__m1__infoseek_val_00052080.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1586_infoseek_val_00026340__m2__infoseek_val_00047322.jpg,saved,saved,
infoseek_val_00039426,Viburnum opulus,https://en.wikipedia.org/wiki/Viburnum_opulus,plant,What is the closest parent genus of this plant?,Viburnum genus,String,right,Euonymus fortunei,infoseek_val_00049793,https://en.wikipedia.org/wiki/Euonymus_fortunei,plant,same_type+same_question,Viburnum opulus(right) + Euonymus fortunei(left),What is the closest parent genus of the plant on the right?,Viburnum genus,Enchilada,infoseek_val_00067366,https://en.wikipedia.org/wiki/Enchilada,food,different_entity_type+cross_family,Viburnum opulus(right) + Enchilada(left),What is the closest parent genus of the plant on the right?,What is the closest parent genus of the plant on the right?,What is the closest parent genus of this plant?,Viburnum genus,Enchilada,https://en.wikipedia.org/wiki/Enchilada,oven_05045644,images/infoseek/val/oven_05045644.JPEG,oven_05028874,images/infoseek/val/oven_05028874.jpg,oven_04949420,images/infoseek/val/oven_04949420.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/1587_infoseek_val_00039426__m1__infoseek_val_00049793.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1587_infoseek_val_00039426__m2__infoseek_val_00067366.jpg,saved,saved,
infoseek_val_00039899,Eastern carpenter bee,https://en.wikipedia.org/wiki/Eastern_carpenter_bee,insect,What is the genus of this insect?,Xylocopa,String,left,Ochlodes agricola,infoseek_val_00063128,https://en.wikipedia.org/wiki/Ochlodes_agricola,insect,same_type+same_question,Eastern carpenter bee(left) + Ochlodes agricola(right),What is the genus of the insect on the left?,Xylocopa,Jacob Riis Park,infoseek_val_00017208,https://en.wikipedia.org/wiki/Jacob_Riis_Park,park,different_entity_type+cross_family,Eastern carpenter bee(left) + Jacob Riis Park(right),What is the genus of the insect on the left?,What is the genus of the insect on the left?,What is the genus of this insect?,Xylocopa,Jacob Riis Park,https://en.wikipedia.org/wiki/Jacob_Riis_Park,oven_05043021,images/infoseek/val/oven_05043021.jpg,oven_05033872,images/infoseek/val/oven_05033872.jpg,oven_04951451,images/infoseek/val/oven_04951451.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1588_infoseek_val_00039899__m1__infoseek_val_00063128.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1588_infoseek_val_00039899__m2__infoseek_val_00017208.jpg,saved,saved,
infoseek_val_00037948,Nymphaea odorata,https://en.wikipedia.org/wiki/Nymphaea_odorata,plant,What is the closest parent genus of this plant?,Nymphaea,String,right,Zantedeschia aethiopica,infoseek_val_00020479,https://en.wikipedia.org/wiki/Zantedeschia_aethiopica,plant,same_type+same_question,Nymphaea odorata(right) + Zantedeschia aethiopica(left),What is the closest parent genus of the plant on the right?,Nymphaea,Library of Celsus,infoseek_val_00005496,https://en.wikipedia.org/wiki/Library_of_Celsus,facility,different_entity_type+cross_family,Nymphaea odorata(right) + Library of Celsus(left),What is the closest parent genus of the plant on the right?,What is the closest parent genus of the plant on the right?,What is the closest parent genus of this plant?,Nymphaea,Library of Celsus,https://en.wikipedia.org/wiki/Library_of_Celsus,oven_05045202,images/infoseek/val/oven_05045202.JPEG,oven_05037718,images/infoseek/val/oven_05037718.jpg,oven_04957441,images/infoseek/val/oven_04957441.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1589_infoseek_val_00037948__m1__infoseek_val_00020479.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1589_infoseek_val_00037948__m2__infoseek_val_00005496.jpg,saved,saved,
infoseek_val_00019358,Euphorbia corollata,https://en.wikipedia.org/wiki/Euphorbia_corollata,plant,What is the genus of this plant?,Euphorbia,String,left,Pomegranate,infoseek_val_00009047,https://en.wikipedia.org/wiki/Pomegranate,plant,same_type+same_question,Euphorbia corollata(left) + Pomegranate(right),What is the genus of the plant on the left?,Euphorbia,Ailsa Craig,infoseek_val_00066350,https://en.wikipedia.org/wiki/Ailsa_Craig,island,different_entity_type+cross_family,Euphorbia corollata(left) + Ailsa Craig(right),What is the genus of the plant on the left?,What is the genus of the plant on the left?,What is the genus of this plant?,Euphorbia,Ailsa Craig,https://en.wikipedia.org/wiki/Ailsa_Craig,oven_05034644,images/infoseek/val/oven_05034644.jpg,oven_04961700,images/infoseek/val/oven_04961700.JPEG,oven_05020001,images/infoseek/val/oven_05020001.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1590_infoseek_val_00019358__m1__infoseek_val_00009047.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1590_infoseek_val_00019358__m2__infoseek_val_00066350.jpg,saved,saved,
infoseek_val_00037558,Rila,https://en.wikipedia.org/wiki/Rila,mountain,What country does this mountain belong to?,Bulgaria,String,right,Serra dos Órgãos,infoseek_val_00000488,https://en.wikipedia.org/wiki/Serra_dos_%C3%93rg%C3%A3os,mountain,same_type+same_question,Rila(right) + Serra dos Órgãos(left),What country does the mountain on the right belong to?,Bulgaria,Cero (fish),infoseek_val_00009943,https://en.wikipedia.org/wiki/Cero_(fish),fish,different_entity_type+cross_family,Rila(right) + Cero (fish)(left),What country does the mountain on the right belong to?,What country does the mountain on the right belong to?,What country does this mountain belong to?,Bulgaria,Cero (fish),https://en.wikipedia.org/wiki/Cero_(fish),oven_05016597,images/infoseek/val/oven_05016597.jpg,oven_04953861,images/infoseek/val/oven_04953861.jpg,oven_04982661,images/infoseek/val/oven_04982661.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/1591_infoseek_val_00037558__m1__infoseek_val_00000488.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1591_infoseek_val_00037558__m2__infoseek_val_00009943.jpg,saved,saved,
infoseek_val_00014043,Olearia paniculata,https://en.wikipedia.org/wiki/Olearia_paniculata,plant,What is the closest parent taxonomy of this plant?,Asteraceae,String,left,Dill,infoseek_val_00021769,https://en.wikipedia.org/wiki/Dill,plant,same_type+same_question,Olearia paniculata(left) + Dill(right),What is the closest parent taxonomy of the plant on the left?,Asteraceae,Náchod,infoseek_val_00006719,https://en.wikipedia.org/wiki/N%C3%A1chod,town,different_entity_type+cross_family,Olearia paniculata(left) + Náchod(right),What is the closest parent taxonomy of the plant on the left?,What is the closest parent taxonomy of the plant on the left?,What is the closest parent taxonomy of this plant?,Asteraceae,Náchod,https://en.wikipedia.org/wiki/N%C3%A1chod,oven_04962625,images/infoseek/val/oven_04962625.jpg,oven_04950116,images/infoseek/val/oven_04950116.JPEG,oven_04956800,images/infoseek/val/oven_04956800.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1592_infoseek_val_00014043__m1__infoseek_val_00021769.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1592_infoseek_val_00014043__m2__infoseek_val_00006719.jpg,saved,saved,
infoseek_val_00047755,Tupolev Tu-134,https://en.wikipedia.org/wiki/Tupolev_Tu-134,aircraft,What is the total quantity of produced items for this type of aircraft over its entire production run?,854,Numerical,right,Airbus A310,infoseek_val_00046818,https://en.wikipedia.org/wiki/Airbus_A310,aircraft,same_type+same_question,Tupolev Tu-134(right) + Airbus A310(left),What is the total quantity of produced items for the aircraft on the right over its entire production run?,854,Coprinopsis lagopus,infoseek_val_00063971,https://en.wikipedia.org/wiki/Coprinopsis_lagopus,fungus,different_entity_type+cross_family,Tupolev Tu-134(right) + Coprinopsis lagopus(left),What is the total quantity of produced items for the aircraft on the right over its entire production run?,What is the total quantity of produced items for the aircraft on the right over its entire production run?,What is the total quantity of produced items for this type of aircraft over its entire production run?,854,Coprinopsis lagopus,https://en.wikipedia.org/wiki/Coprinopsis_lagopus,oven_05009781,images/infoseek/val/oven_05009781.jpg,oven_05009568,images/infoseek/val/oven_05009568.jpg,oven_05036648,images/infoseek/val/oven_05036648.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1593_infoseek_val_00047755__m1__infoseek_val_00046818.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1593_infoseek_val_00047755__m2__infoseek_val_00063971.jpg,saved,saved,
infoseek_val_00032851,Callirhoe involucrata,https://en.wikipedia.org/wiki/Callirhoe_involucrata,plant,What genus does this plant belong to?,Callirhoe,String,left,Dryopteris carthusiana,infoseek_val_00031158,https://en.wikipedia.org/wiki/Dryopteris_carthusiana,plant,same_type+same_question,Callirhoe involucrata(left) + Dryopteris carthusiana(right),What genus does the plant on the left belong to?,Callirhoe,Reculver,infoseek_val_00015884,https://en.wikipedia.org/wiki/Reculver,village,different_entity_type+cross_family,Callirhoe involucrata(left) + Reculver(right),What genus does the plant on the left belong to?,What genus does the plant on the left belong to?,What genus does this plant belong to?,Callirhoe,Reculver,https://en.wikipedia.org/wiki/Reculver,oven_05040275,images/infoseek/val/oven_05040275.jpg,oven_05034377,images/infoseek/val/oven_05034377.jpg,oven_04953542,images/infoseek/val/oven_04953542.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1594_infoseek_val_00032851__m1__infoseek_val_00031158.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1594_infoseek_val_00032851__m2__infoseek_val_00015884.jpg,saved,saved,
infoseek_val_00022219,Lilium parvum,https://en.wikipedia.org/wiki/Lilium_parvum,plant,What is the closest upper taxonomic rank of this plant?,species of lily,String,right,Quercus myrtifolia,infoseek_val_00030993,https://en.wikipedia.org/wiki/Quercus_myrtifolia,plant,same_type+same_question,Lilium parvum(right) + Quercus myrtifolia(left),What is the closest upper taxonomic rank of the plant on the right?,species of lily,Gingham,infoseek_val_00053996,https://en.wikipedia.org/wiki/Gingham,material,different_entity_type+cross_family,Lilium parvum(right) + Gingham(left),What is the closest upper taxonomic rank of the plant on the right?,What is the closest upper taxonomic rank of the plant on the right?,What is the closest upper taxonomic rank of this plant?,species of lily,Gingham,https://en.wikipedia.org/wiki/Gingham,oven_05045559,images/infoseek/val/oven_05045559.jpg,oven_05067690,images/infoseek/val/oven_05067690.JPEG,oven_05055603,images/infoseek/val/oven_05055603.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/1595_infoseek_val_00022219__m1__infoseek_val_00030993.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1595_infoseek_val_00022219__m2__infoseek_val_00053996.jpg,saved,saved,
infoseek_val_00007864,Gurudongmar Lake,https://en.wikipedia.org/wiki/Gurudongmar_Lake,lake,What country does this lake belong to?,India,String,left,Zürichhorn,infoseek_val_00015775,https://en.wikipedia.org/wiki/Z%C3%BCrichhorn,lake,same_type+same_question,Gurudongmar Lake(left) + Zürichhorn(right),What country does the lake on the left belong to?,India,Main building of Moscow State University,infoseek_val_00061056,https://en.wikipedia.org/wiki/Main_building_of_Moscow_State_University,building,different_entity_type+cross_family,Gurudongmar Lake(left) + Main building of Moscow State University(right),What country does the lake on the left belong to?,What country does the lake on the left belong to?,What country does this lake belong to?,India,Main building of Moscow State University,https://en.wikipedia.org/wiki/Main_building_of_Moscow_State_University,oven_04950919,images/infoseek/val/oven_04950919.jpg,oven_04954605,images/infoseek/val/oven_04954605.jpg,oven_05018084,images/infoseek/val/oven_05018084.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1596_infoseek_val_00007864__m1__infoseek_val_00015775.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1596_infoseek_val_00007864__m2__infoseek_val_00061056.jpg,saved,saved,
infoseek_val_00054983,Hoopoe,https://en.wikipedia.org/wiki/Hoopoe,bird,What is the closest parent taxonomy of this bird?,Bucerotiformes,String,right,Puffbird,infoseek_val_00072069,https://en.wikipedia.org/wiki/Puffbird,bird,same_type+same_question,Hoopoe(right) + Puffbird(left),What is the closest parent taxonomy of the bird on the right?,Bucerotiformes,Chäserrugg,infoseek_val_00038177,https://en.wikipedia.org/wiki/Ch%C3%A4serrugg,mountain,different_entity_type+cross_family,Hoopoe(right) + Chäserrugg(left),What is the closest parent taxonomy of the bird on the right?,What is the closest parent taxonomy of the bird on the right?,What is the closest parent taxonomy of this bird?,Bucerotiformes,Chäserrugg,https://en.wikipedia.org/wiki/Ch%C3%A4serrugg,oven_05048281,images/infoseek/val/oven_05048281.JPEG,oven_05048321,images/infoseek/val/oven_05048321.JPEG,oven_05013199,images/infoseek/val/oven_05013199.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1597_infoseek_val_00054983__m1__infoseek_val_00072069.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1597_infoseek_val_00054983__m2__infoseek_val_00038177.jpg,saved,saved,
infoseek_val_00009663,Phoebis sennae,https://en.wikipedia.org/wiki/Phoebis_sennae,insect,Where was this insect originally discovered?,Brazil,String,left,Panoquina ocola,infoseek_val_00053525,https://en.wikipedia.org/wiki/Panoquina_ocola,insect,same_type,Phoebis sennae(left) + Panoquina ocola(right),Where was the insect on the left originally discovered?,Brazil,Dodge Magnum,infoseek_val_00048894,https://en.wikipedia.org/wiki/Dodge_Magnum,vehicle,different_entity_type+cross_family,Phoebis sennae(left) + Dodge Magnum(right),Where was the insect on the left originally discovered?,Where was the insect on the left originally discovered?,Where was this insect originally discovered?,Brazil,Dodge Magnum,https://en.wikipedia.org/wiki/Dodge_Magnum,oven_04964897,images/infoseek/val/oven_04964897.jpg,oven_05045042,images/infoseek/val/oven_05045042.jpg,oven_05010690,images/infoseek/val/oven_05010690.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/1598_infoseek_val_00009663__m1__infoseek_val_00053525.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/1598_infoseek_val_00009663__m2__infoseek_val_00048894.jpg,saved,saved,
