data_id,wikipedia_title,wikipedia_url,question_type,encyclopedic_vqa_split,dataset_image_ids,question_before_review,question,answer,evidence,evidence_section_id,evidence_section_title,final_check_reason,dataset_name
E-VQA_4067,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2687425,Where can this amphibian be found hiding?,In what types of microhabitats can this amphibian be found hiding?,woody debris&&rocks&&mammal burrows|coarse woody debris&&rocks&&small mammal burrows,"Adults can be located in forested understory, hiding under coarse woody debris, rocks, and in small mammal burrows. During the spring breeding season, adults can be found under debris or in the shoreline shallows of rivers, streams, lakes, and ponds.",8,Habitat and distribution,"The question is clear, specific, and does not leak the answer. It directly asks about 'types of microhabitats' which aligns with the evidence listing woody debris, rocks, and mammal burrows as hiding places.",inaturalist
E-VQA_4068,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2709951,On what do these amphibians lay their eggs?,On what do these amphibians lay their eggs?,grass&&rocks&&sticks&&calm pond|grass&&rocks&&sticks&&mucky substrate,"In the northern extent of its range, the eggs are laid in lumpy masses along grass, sticks, rocks, or the mucky substrate of a calm pond. The number of eggs in a single mass ranges in size, possibly up to 110 eggs per cluster.",10,Eggs,skipped_q_clear,inaturalist
E-VQA_4069,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2717978,What does this amphibian attach its eggs to?,What does this amphibian attach its eggs to?,grass&&rocks&&sticks&&calm pond|grass&&rocks&&sticks&&mucky substrate,"In the northern extent of its range, the eggs are laid in lumpy masses along grass, sticks, rocks, or the mucky substrate of a calm pond. The number of eggs in a single mass ranges in size, possibly up to 110 eggs per cluster.",10,Eggs,skipped_q_clear,inaturalist
E-VQA_4070,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2785026,What does the diet of an adult this amphibian consist of?,What specific food items does an adult salamander eat?,tadpoles&&worms&&beetles&&small fish&&insects|tadpoles&&worms&&beetles&&small fish&&insects,"The adult diet consists of insects, tadpoles, worms, beetles and small fish. Salamanders are preyed upon by garter snakes, small mammals, birds, and fish.",13,Adults,"The question uses 'this amphibian' which directly references the image entity, but the evidence mentions 'Salamanders' as the specific amphibian type. The question should specify the entity name to properly anchor it to the evidence.",inaturalist
E-VQA_4071,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2762901,What do these amphibians do?,What specific behaviors do these amphibians exhibit?,feeding&&digging&&migrating|feeding&&digging&&migrating,"As adults, long-toed salamanders often go unnoticed because they live a subterranean lifestyle digging, migrating, and feeding on the invertebrates in forest soils, decaying logs, small rodent burrows or rock fissures. The adult diet consists of insects, tadpoles, worms, beetles and small fish.",13,Adults,"The question is clear, does not leak the answer, and directly guides the model to find the specific behaviors in the evidence.",inaturalist
E-VQA_4072,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2709951,What do these amphibians eat?,What do these amphibians eat?,insects&&tadpoles&&worms&&small fish&&beetles|insects&&tadpoles&&worms&&small fish&&beetles,"The adult diet consists of insects, tadpoles, worms, beetles and small fish. Salamanders are preyed upon by garter snakes, small mammals, birds, and fish.",13,Adults,skipped_q_clear,inaturalist
E-VQA_4073,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2687425,What eats this amphibian?,What eats this amphibian?,snakes&&small mammals&&fish&&birds|garter snakes&&small mammals&&fish&&birds,"Salamanders are preyed upon by garter snakes, small mammals, birds, and fish. An adult may live 6–10 years, with the largest individuals weighing approximately 7.5 grams (0.26 oz), snout to vent lengths reaching 8 cm (3.1 in), and total lengths reaching 14 cm (5.5 in).",13,Adults,skipped_q_clear,inaturalist
E-VQA_4074,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2717978,What weather event triggers this amphibian migration?,What weather event triggers this amphibian migration?,sustained rainfall&&ice thaw&& snow melt |sustained rainfall&&snow melt&&ice thaw,"Seasonal dates of migration to and from the breeding ponds can be correlated with bouts of sustained rainfall, ice thaw, or snow melt sufficient to replenish the (often) seasonal ponds. Eggs may be spawned at low elevations as early as mid-February in southern Oregon, from early January to July in northwestern Washingt ...",15,Seasonal,"The question contains 'spring' which is part of the expected answer context (mid-February, early January to July), making it overly specific and potentially leaking temporal clues about the answer.",inaturalist
E-VQA_4075,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2717978,Where do this amphibian prefer to breed?,In what types of water bodies does this amphibian prefer to breed?,small fish-free ponds&&shallow lakes&&other still-water wetlands&&marshes|small fish-free ponds&&shallow lakes&&other still-water wetlands&&marshes,"Suitable breeding sites include small fish-free ponds, marshes, shallow lakes and other still-water wetlands. Like other ambystomatid salamanders, they have evolved a characteristic courtship dance where they rub bodies and release pheromones from their chin gland prior to assuming a copulatory mating position.",16,Breeding,"The question is clear, does not leak the answer, and directly targets the specific information in the evidence about preferred breeding water bodies.",inaturalist
E-VQA_4076,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2762901,What are suitable breeding sites for this amphibian?,What are suitable breeding sites for this amphibian?,marshes&&shallow lakes&&other still-water wetlands&&small fish-free ponds|marshes&&shallow lakes&&other still-water wetlands&&small fish-free ponds&&Ambystomatid salamanders,"Suitable breeding sites include small fish-free ponds, marshes, shallow lakes and other still-water wetlands. Like other ambystomatid salamanders, they have evolved a characteristic courtship dance where they rub bodies and release pheromones from their chin gland prior to assuming a copulatory mating position.",16,Breeding,"The question 'What are suitable breeding sites for this amphibian in North America?' contains the phrase 'North America', which is not mentioned in the evidence or expected answer. The evidence describes general breeding sites without geographic restriction. Adding 'in North America' introduces a geographic constraint not supported by the evidence, potentially misleading the model to look for North America-specific information that isn't present.",inaturalist
E-VQA_4077,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2762901,What environmental factor determines the breeding season of this amphibian?,What environmental factors determine the breeding season of this amphibian?,elevation&&latitude|elevation&&latitude,"The time of breeding depends on the elevation and latitude of the salamander's habitat. Generally, the lower-elevation salamanders breed in the fall, winter, and early spring.",16,Breeding,"The question suggests specific environmental factors (temperature, humidity, light) that are not mentioned in the evidence, which could mislead the model. The evidence clearly states that elevation and latitude determine breeding season, so the question should be revised to better align with the evidence without suggesting incorrect factors.",inaturalist
E-VQA_4078,Long-toed salamander,https://en.wikipedia.org/wiki/Long-toed_salamander,multi_answer,test,2709951,What is a subspecies of this amphibian?,What is a subspecies of this amphibian?,a. m. columbianum&&a. m. krausei&&a. m. macrodactylum&&A. m. sigillatum&&Ambystoma macrodactylum croceum|A. m. columbianum&&A. m. krausei&&A. m. macrodactylum&&A. m. sigillatum,"While the long-toed salamander is classified as least concern by the IUCN, many forms of land development negatively affect the salamander's habitat and have put new perspectives and priorities into its conservation biology. Conservation priorities focus at the population level of diversity, which is declining at rates ...",18,Conservation status,skipped_q_clear,inaturalist
E-VQA_4079,Tiger salamander,https://en.wikipedia.org/wiki/Tiger_salamander,multi_answer,test,2734315,What does a female of this amphibian use to secure her eggs at the bottom of the breeding pool?,What does a female of this amphibian use to secure her eggs at the bottom of the breeding pool?,twigs&&leaves&&grass|twigs&&leaves&&grass,"She carefully attaches the eggs to secure twigs, grass, and leaves at the bottom of the pool to ensure her eggs safety. In about 12–15 days time, the eggs will be fully hatched and ready to mature in the pool.",3,Breeding,skipped_q_clear,inaturalist
